,0,1,log
628,,,"['unable to get the rating', 'unable to get the user rating']"
629,,,"['unable to get the rating', 'unable to get the user rating']"
630,NR,-,[]
631,,,"['unable to get the rating', 'unable to get the user rating']"
632,,,"['unable to get the rating', 'unable to get the user rating']"
633,,,"['unable to get the rating', 'unable to get the user rating']"
634,,,"['unable to get the rating', 'unable to get the user rating']"
635,,,"['unable to get the rating', 'unable to get the user rating']"
636,NR,-,[]
637,,,"['unable to get the rating', 'unable to get the user rating']"
638,NR,-,[]
639,,,"['unable to get the rating', 'unable to get the user rating']"
640,,,"['unable to get the rating', 'unable to get the user rating']"
641,,,"['unable to get the rating', 'unable to get the user rating']"
642,,,"['unable to get the rating', 'unable to get the user rating']"
643,,,"['unable to get the rating', 'unable to get the user rating']"
644,NR,,['unable to get the user rating']
645,NR,,['unable to get the user rating']
646,,,"['unable to get the rating', 'unable to get the user rating']"
647,,,"['unable to get the rating', 'unable to get the user rating']"
648,,,"['unable to get the rating', 'unable to get the user rating']"
649,,,"['unable to get the rating', 'unable to get the user rating']"
650,,,"['unable to get the rating', 'unable to get the user rating']"
651,,,"['unable to get the rating', 'unable to get the user rating']"
652,,,"['unable to get the rating', 'unable to get the user rating']"
653,,,"['unable to get the rating', 'unable to get the user rating']"
654,,,"['unable to get the rating', 'unable to get the user rating']"
655,,,"['unable to get the rating', 'unable to get the user rating']"
656,,,"['unable to get the rating', 'unable to get the user rating']"
657,,,"['unable to get the rating', 'unable to get the user rating']"
658,,,"['unable to get the rating', 'unable to get the user rating']"
659,,,"['unable to get the rating', 'unable to get the user rating']"
660,,,"['unable to get the rating', 'unable to get the user rating']"
661,NR,,['unable to get the user rating']
662,,,"['unable to get the rating', 'unable to get the user rating']"
663,,,"['unable to get the rating', 'unable to get the user rating']"
664,NR,6.2,[]
665,,,"['unable to get the rating', 'unable to get the user rating']"
666,,,"['unable to get the rating', 'unable to get the user rating']"
667,,,"['unable to get the rating', 'unable to get the user rating']"
668,,,"['unable to get the rating', 'unable to get the user rating']"
669,NR,,['unable to get the user rating']
670,,,"['unable to get the rating', 'unable to get the user rating']"
671,,,"['unable to get the rating', 'unable to get the user rating']"
672,NR,,['unable to get the user rating']
673,NR,,['unable to get the user rating']
674,7,7.9,[]
675,,,"['unable to get the rating', 'unable to get the user rating']"
676,NR,,['unable to get the user rating']
677,,,"['unable to get the rating', 'unable to get the user rating']"
678,,,"['unable to get the rating', 'unable to get the user rating']"
679,NR,-,[]
680,,,"['unable to get the rating', 'unable to get the user rating']"
681,,,"['unable to get the rating', 'unable to get the user rating']"
682,,,"['unable to get the rating', 'unable to get the user rating']"
683,,,"['unable to get the rating', 'unable to get the user rating']"
684,,,"['unable to get the rating', 'unable to get the user rating']"
685,NR,8.1,[]
686,NR,7.3,[]
687,,,"['unable to get the rating', 'unable to get the user rating']"
688,,,"['unable to get the rating', 'unable to get the user rating']"
689,,,"['unable to get the rating', 'unable to get the user rating']"
690,,,"['unable to get the rating', 'unable to get the user rating']"
691,,,"['unable to get the rating', 'unable to get the user rating']"
692,,,"['unable to get the rating', 'unable to get the user rating']"
693,,,"['unable to get the rating', 'unable to get the user rating']"
694,,,"['unable to get the rating', 'unable to get the user rating']"
695,,,"['unable to get the rating', 'unable to get the user rating']"
696,,,"['unable to get the rating', 'unable to get the user rating']"
697,,,"['unable to get the rating', 'unable to get the user rating']"
698,,,"['unable to get the rating', 'unable to get the user rating']"
699,,,"['unable to get the rating', 'unable to get the user rating']"
700,NR,-,[]
701,,,"['unable to get the rating', 'unable to get the user rating']"
702,,,"['unable to get the rating', 'unable to get the user rating']"
703,,,"['unable to get the rating', 'unable to get the user rating']"
704,,,"['unable to get the rating', 'unable to get the user rating']"
705,,,"['unable to get the rating', 'unable to get the user rating']"
706,,,"['unable to get the rating', 'unable to get the user rating']"
707,NR,,['unable to get the user rating']
708,NR,-,[]
709,NR,,['unable to get the user rating']
710,,,"['unable to get the rating', 'unable to get the user rating']"
711,,,"['unable to get the rating', 'unable to get the user rating']"
712,NR,6.5,[]
713,,,"['unable to get the rating', 'unable to get the user rating']"
714,NR,-,[]
715,,,"['unable to get the rating', 'unable to get the user rating']"
716,,,"['unable to get the rating', 'unable to get the user rating']"
717,,,"['unable to get the rating', 'unable to get the user rating']"
718,,,"['unable to get the rating', 'unable to get the user rating']"
719,,,"['unable to get the rating', 'unable to get the user rating']"
720,,,"['unable to get the rating', 'unable to get the user rating']"
721,,,"['unable to get the rating', 'unable to get the user rating']"
722,,,"['unable to get the rating', 'unable to get the user rating']"
723,,,"['unable to get the rating', 'unable to get the user rating']"
724,,,"['unable to get the rating', 'unable to get the user rating']"
725,3,8,[]
726,,,"['unable to get the rating', 'unable to get the user rating']"
727,NR,5.7,[]
728,,,"['unable to get the rating', 'unable to get the user rating']"
729,NR,7,[]
730,NR,,['unable to get the user rating']
731,,,"['unable to get the rating', 'unable to get the user rating']"
732,,,"['unable to get the rating', 'unable to get the user rating']"
733,,,"['unable to get the rating', 'unable to get the user rating']"
734,,,"['unable to get the rating', 'unable to get the user rating']"
735,,,"['unable to get the rating', 'unable to get the user rating']"
736,,,"['unable to get the rating', 'unable to get the user rating']"
737,,,"['unable to get the rating', 'unable to get the user rating']"
738,,,"['unable to get the rating', 'unable to get the user rating']"
739,NR,5,[]
740,,,"['unable to get the rating', 'unable to get the user rating']"
741,,,"['unable to get the rating', 'unable to get the user rating']"
742,NR,6.7,[]
743,,,"['unable to get the rating', 'unable to get the user rating']"
744,,,"['unable to get the rating', 'unable to get the user rating']"
745,,,"['unable to get the rating', 'unable to get the user rating']"
746,,,"['unable to get the rating', 'unable to get the user rating']"
747,,,"['unable to get the rating', 'unable to get the user rating']"
748,,,"['unable to get the rating', 'unable to get the user rating']"
749,NR,,['unable to get the user rating']
750,,,"['unable to get the rating', 'unable to get the user rating']"
751,,,"['unable to get the rating', 'unable to get the user rating']"
752,,,"['unable to get the rating', 'unable to get the user rating']"
753,,,"['unable to get the rating', 'unable to get the user rating']"
754,,,"['unable to get the rating', 'unable to get the user rating']"
755,,,"['unable to get the rating', 'unable to get the user rating']"
756,NR,,['unable to get the user rating']
757,,,"['unable to get the rating', 'unable to get the user rating']"
758,,,"['unable to get the rating', 'unable to get the user rating']"
759,NR,-,[]
760,,,"['unable to get the rating', 'unable to get the user rating']"
761,NR,,['unable to get the user rating']
762,,,"['unable to get the rating', 'unable to get the user rating']"
763,,,"['unable to get the rating', 'unable to get the user rating']"
764,,,"['unable to get the rating', 'unable to get the user rating']"
765,,,"['unable to get the rating', 'unable to get the user rating']"
766,NR,-,[]
767,,,"['unable to get the rating', 'unable to get the user rating']"
768,NR,,['unable to get the user rating']
769,,,"['unable to get the rating', 'unable to get the user rating']"
770,,,"['unable to get the rating', 'unable to get the user rating']"
771,,,"['unable to get the rating', 'unable to get the user rating']"
772,NR,-,[]
773,,,"['unable to get the rating', 'unable to get the user rating']"
774,,,"['unable to get the rating', 'unable to get the user rating']"
775,,,"['unable to get the rating', 'unable to get the user rating']"
776,NR,,['unable to get the user rating']
777,,,"['unable to get the rating', 'unable to get the user rating']"
778,2.5,6.3,[]
779,NR,-,[]
780,,,"['unable to get the rating', 'unable to get the user rating']"
781,,,"['unable to get the rating', 'unable to get the user rating']"
782,,,"['unable to get the rating', 'unable to get the user rating']"
783,,,"['unable to get the rating', 'unable to get the user rating']"
784,,,"['unable to get the rating', 'unable to get the user rating']"
785,,,"['unable to get the rating', 'unable to get the user rating']"
786,,,"['unable to get the rating', 'unable to get the user rating']"
787,NR,,['unable to get the user rating']
788,NR,,['unable to get the user rating']
789,,,"['unable to get the rating', 'unable to get the user rating']"
790,,,"['unable to get the rating', 'unable to get the user rating']"
791,,,"['unable to get the rating', 'unable to get the user rating']"
792,NR,6.5,[]
793,,,"['unable to get the rating', 'unable to get the user rating']"
794,,,"['unable to get the rating', 'unable to get the user rating']"
795,,,"['unable to get the rating', 'unable to get the user rating']"
796,,,"['unable to get the rating', 'unable to get the user rating']"
797,,,"['unable to get the rating', 'unable to get the user rating']"
798,,,"['unable to get the rating', 'unable to get the user rating']"
799,,,"['unable to get the rating', 'unable to get the user rating']"
800,,,"['unable to get the rating', 'unable to get the user rating']"
801,,,"['unable to get the rating', 'unable to get the user rating']"
802,NR,,['unable to get the user rating']
803,NR,,['unable to get the user rating']
804,,,"['unable to get the rating', 'unable to get the user rating']"
805,,,"['unable to get the rating', 'unable to get the user rating']"
806,,,"['unable to get the rating', 'unable to get the user rating']"
807,,,"['unable to get the rating', 'unable to get the user rating']"
808,,,"['unable to get the rating', 'unable to get the user rating']"
809,,,"['unable to get the rating', 'unable to get the user rating']"
810,,,"['unable to get the rating', 'unable to get the user rating']"
811,,,"['unable to get the rating', 'unable to get the user rating']"
812,,,"['unable to get the rating', 'unable to get the user rating']"
813,,,"['unable to get the rating', 'unable to get the user rating']"
814,NR,6,[]
815,,,"['unable to get the rating', 'unable to get the user rating']"
816,,,"['unable to get the rating', 'unable to get the user rating']"
817,,,"['unable to get the rating', 'unable to get the user rating']"
818,NR,,['unable to get the user rating']
819,NR,-,[]
820,,,"['unable to get the rating', 'unable to get the user rating']"
821,NR,,['unable to get the user rating']
822,NR,-,[]
823,,,"['unable to get the rating', 'unable to get the user rating']"
824,,,"['unable to get the rating', 'unable to get the user rating']"
825,NR,-,[]
826,NR,-,[]
827,,,"['unable to get the rating', 'unable to get the user rating']"
828,NR,-,[]
829,,,"['unable to get the rating', 'unable to get the user rating']"
830,,,"['unable to get the rating', 'unable to get the user rating']"
831,NR,-,[]
832,NR,7.7,[]
833,,,"['unable to get the rating', 'unable to get the user rating']"
834,,,"['unable to get the rating', 'unable to get the user rating']"
835,NR,3,[]
836,,,"['unable to get the rating', 'unable to get the user rating']"
837,6.2,8.2,[]
838,,,"['unable to get the rating', 'unable to get the user rating']"
839,NR,-,[]
840,,,"['unable to get the rating', 'unable to get the user rating']"
841,,,"['unable to get the rating', 'unable to get the user rating']"
842,NR,8.4,[]
843,,,"['unable to get the rating', 'unable to get the user rating']"
844,NR,8,[]
845,NR,5.2,[]
846,,,"['unable to get the rating', 'unable to get the user rating']"
847,,,"['unable to get the rating', 'unable to get the user rating']"
848,,,"['unable to get the rating', 'unable to get the user rating']"
849,NR,5,[]
850,NR,,['unable to get the user rating']
851,,,"['unable to get the rating', 'unable to get the user rating']"
852,NR,,['unable to get the user rating']
853,7,6,[]
854,,,"['unable to get the rating', 'unable to get the user rating']"
855,,,"['unable to get the rating', 'unable to get the user rating']"
856,NR,8,[]
857,NR,-,[]
858,,,"['unable to get the rating', 'unable to get the user rating']"
859,NR,,['unable to get the user rating']
860,NR,-,[]
861,8,5.7,[]
862,,,"['unable to get the rating', 'unable to get the user rating']"
863,NR,,['unable to get the user rating']
864,,,"['unable to get the rating', 'unable to get the user rating']"
865,NR,,['unable to get the user rating']
866,NR,,['unable to get the user rating']
867,5,5.7,[]
868,,,"['unable to get the rating', 'unable to get the user rating']"
869,,,"['unable to get the rating', 'unable to get the user rating']"
870,,,"['unable to get the rating', 'unable to get the user rating']"
871,,,"['unable to get the rating', 'unable to get the user rating']"
872,,,"['unable to get the rating', 'unable to get the user rating']"
873,,,"['unable to get the rating', 'unable to get the user rating']"
874,,,"['unable to get the rating', 'unable to get the user rating']"
875,,,"['unable to get the rating', 'unable to get the user rating']"
876,,,"['unable to get the rating', 'unable to get the user rating']"
877,NR,,['unable to get the user rating']
878,6.5,-,[]
879,NR,9,[]
880,NR,9,[]
881,,,"['unable to get the rating', 'unable to get the user rating']"
882,NR,,['unable to get the user rating']
883,NR,,['unable to get the user rating']
884,,,"['unable to get the rating', 'unable to get the user rating']"
885,,,"['unable to get the rating', 'unable to get the user rating']"
886,,,"['unable to get the rating', 'unable to get the user rating']"
887,,,"['unable to get the rating', 'unable to get the user rating']"
888,NR,-,[]
889,NR,-,[]
890,,,"['unable to get the rating', 'unable to get the user rating']"
891,,,"['unable to get the rating', 'unable to get the user rating']"
892,,,"['unable to get the rating', 'unable to get the user rating']"
893,NR,8.5,[]
894,NR,-,[]
895,,,"['unable to get the rating', 'unable to get the user rating']"
896,NR,6,[]
897,,,"['unable to get the rating', 'unable to get the user rating']"
898,NR,-,[]
899,7.5,8.4,[]
900,7.5,6.8,[]
901,,,"['unable to get the rating', 'unable to get the user rating']"
902,,,"['unable to get the rating', 'unable to get the user rating']"
903,,,"['unable to get the rating', 'unable to get the user rating']"
904,,,"['unable to get the rating', 'unable to get the user rating']"
905,,,"['unable to get the rating', 'unable to get the user rating']"
906,,,"['unable to get the rating', 'unable to get the user rating']"
907,,,"['unable to get the rating', 'unable to get the user rating']"
908,,,"['unable to get the rating', 'unable to get the user rating']"
909,,,"['unable to get the rating', 'unable to get the user rating']"
910,,,"['unable to get the rating', 'unable to get the user rating']"
911,7.5,6,[]
912,7,-,[]
913,NR,,['unable to get the user rating']
914,NR,,['unable to get the user rating']
915,,,"['unable to get the rating', 'unable to get the user rating']"
916,NR,,['unable to get the user rating']
917,,,"['unable to get the rating', 'unable to get the user rating']"
918,,,"['unable to get the rating', 'unable to get the user rating']"
919,NR,4,[]
920,NR,-,[]
921,NR,-,[]
922,,,"['unable to get the rating', 'unable to get the user rating']"
923,,,"['unable to get the rating', 'unable to get the user rating']"
924,NR,-,[]
925,NR,-,[]
926,NR,-,[]
927,NR,7,[]
928,NR,7,[]
929,,,"['unable to get the rating', 'unable to get the user rating']"
930,,,"['unable to get the rating', 'unable to get the user rating']"
931,,,"['unable to get the rating', 'unable to get the user rating']"
932,,,"['unable to get the rating', 'unable to get the user rating']"
933,NR,3,[]
934,,,"['unable to get the rating', 'unable to get the user rating']"
935,,,"['unable to get the rating', 'unable to get the user rating']"
936,NR,-,[]
937,NR,7.3,[]
938,,,"['unable to get the rating', 'unable to get the user rating']"
939,,,"['unable to get the rating', 'unable to get the user rating']"
940,,,"['unable to get the rating', 'unable to get the user rating']"
941,7,-,[]
942,7,-,[]
943,NR,-,[]
944,,,"['unable to get the rating', 'unable to get the user rating']"
945,,,"['unable to get the rating', 'unable to get the user rating']"
946,,,"['unable to get the rating', 'unable to get the user rating']"
947,,,"['unable to get the rating', 'unable to get the user rating']"
948,,,"['unable to get the rating', 'unable to get the user rating']"
949,,,"['unable to get the rating', 'unable to get the user rating']"
950,,,"['unable to get the rating', 'unable to get the user rating']"
951,NR,-,[]
952,NR,-,[]
953,NR,5,[]
954,,,"['unable to get the rating', 'unable to get the user rating']"
955,7.5,7.1,[]
956,NR,6.2,[]
957,NR,,['unable to get the user rating']
958,,,"['unable to get the rating', 'unable to get the user rating']"
959,NR,,['unable to get the user rating']
960,NR,,['unable to get the user rating']
961,NR,-,[]
962,NR,6,[]
963,,,"['unable to get the rating', 'unable to get the user rating']"
964,NR,-,[]
965,NR,-,[]
966,NR,-,[]
967,,,"['unable to get the rating', 'unable to get the user rating']"
968,NR,-,[]
969,NR,5.3,[]
970,NR,7.8,[]
971,NR,-,[]
972,NR,-,[]
973,NR,6,[]
974,,,"['unable to get the rating', 'unable to get the user rating']"
975,,,"['unable to get the rating', 'unable to get the user rating']"
976,,,"['unable to get the rating', 'unable to get the user rating']"
977,NR,-,[]
978,NR,-,[]
979,NR,-,[]
980,,,"['unable to get the rating', 'unable to get the user rating']"
981,,,"['unable to get the rating', 'unable to get the user rating']"
982,,,"['unable to get the rating', 'unable to get the user rating']"
983,NR,-,[]
984,NR,-,[]
985,,,"['unable to get the rating', 'unable to get the user rating']"
986,,,"['unable to get the rating', 'unable to get the user rating']"
987,,,"['unable to get the rating', 'unable to get the user rating']"
988,7,7.9,[]
989,NR,,['unable to get the user rating']
990,NR,8.1,[]
991,NR,7.4,[]
992,NR,-,[]
993,,,"['unable to get the rating', 'unable to get the user rating']"
994,NR,-,[]
995,NR,-,[]
996,,,"['unable to get the rating', 'unable to get the user rating']"
997,NR,-,[]
998,,,"['unable to get the rating', 'unable to get the user rating']"
999,NR,,['unable to get the user rating']
